,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
4252,GCA_900128945.1,GCA_900128945.1_contig02.region002,Terpene,Others,terpene.T1PKS.hglE-KS,9941,9941,['PF00144.24 PF17132.4 PF17132.4 PF01593.24 PF13450.6 PF01266.24 PF04960.15 PF04397.15 PF00072.24 PF06580.13 PF13715.6 PF07715.15 PF14905.6 PF03060.15 PF03060.15 PF00109.26 PF02801.22 PF00698.21 PF08659.10 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF14765.6 PF01648.20 PF00550.25 PF00561.20 PF00201.18 PF00201.18 PF00668.20 PF00668.20 PF00239.21 PF18734.1 PF01553.21 PF07715.15 PF16215.5'],36,cNMP_binding;Esterase;TauD;Pyridoxal_deC;IucA_IucC;FhuF;Acetyltransf_8;K_oxygenase;IucA_IucC;FhuF;MatE;MatE;AMP-binding
1575,GCA_900129105.1,GCA_900129105.1_contig13.region001,Terpene,Others,T1PKS.terpene.hglE-KS,6005,6005,['PF05430.11 PF00293.28 PF14127.6 PF05343.14 PF00834.19 PF08592.11 PF05114.13 PF00334.19 PF03193.16 PF16745.5 PF01817.21 PF00793.20'],12,ChlI;Mg_chelatase;Resolvase;Recombinase;Zn_ribbon_recom;Resolvase;ArdA;Mg_chelatase;Mg_chelatase_C;AMP-binding;AMP-binding_C;PP-binding;NAD_binding_4;OmdA;DUF1905;Peptidase_S46;META;LytTR;Response_reg;GTP-bdg_N;GTP-bdg_M;MMR_HSR1;DUF4919;Na_H_Exchanger;DNA_alkylation
5714,GCA_900129105.1,GCA_900129105.1_contig13.region001,PKSother,Others,T1PKS.terpene.hglE-KS,1848,8600,['PF05430.11 PF00293.28 PF14127.6 PF05343.14 PF00834.19 PF08592.11 PF05114.13 PF00334.19 PF03193.16 PF16745.5 PF01817.21 PF00793.20'],12,ChlI;Mg_chelatase;Resolvase;Recombinase;Zn_ribbon_recom;Resolvase;ArdA;Mg_chelatase;Mg_chelatase_C;AMP-binding;AMP-binding_C;PP-binding;NAD_binding_4;OmdA;DUF1905;Peptidase_S46;META;LytTR;Response_reg;GTP-bdg_N;GTP-bdg_M;MMR_HSR1;DUF4919;Na_H_Exchanger;DNA_alkylation
8533,GCA_900129105.1,GCA_900129105.1_contig13.region001,Others,Others,T1PKS.terpene.hglE-KS,4095,9984,['PF05430.11 PF00293.28 PF14127.6 PF05343.14 PF00834.19 PF08592.11 PF05114.13 PF00334.19 PF03193.16 PF16745.5 PF01817.21 PF00793.20'],12,ChlI;Mg_chelatase;Resolvase;Recombinase;Zn_ribbon_recom;Resolvase;ArdA;Mg_chelatase;Mg_chelatase_C;AMP-binding;AMP-binding_C;PP-binding;NAD_binding_4;OmdA;DUF1905;Peptidase_S46;META;LytTR;Response_reg;GTP-bdg_N;GTP-bdg_M;MMR_HSR1;DUF4919;Na_H_Exchanger;DNA_alkylation
890,GCA_900129555.1,GCA_900129555.1_contig08.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,10927,4196,['PF01764.25 PF12796.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF00109.26 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF13568.6 PF13505.6 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF03176.15 PF01553.21 PF13450.6 PF03417.16 PF00501.28 PF01207.17 PF06769.14 PF02604.19 PF01554.18 PF01554.18 PF12704.7 PF02033.18'],57,Glycos_transf_1;Caps_synth;Mannosyl_trans3;UDPG_MGDP_dh_C;UDPG_MGDP_dh;UDPG_MGDP_dh_N;GDP_Man_Dehyd;Epimerase;NTP_transferase;CTP_transf_like;NusG;HTH_3;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Condensation;AMP-binding;PP-binding;Thioesterase;ACPS;Abhydrolase_1;Acetyltransf_10;Fic;Thiolase_N;Thiolase_C;SH3_16;NLPC_P60;HTH_18;AraC_binding;Aldo_ket_red;Flavodoxin_2;ABM;Methyltransf_25;HTH_1;LysR_substrate;DUF2130;META;META;DUF4202;PilJ;PAS_9;HisKA_3;HATPase_c;Response_reg;GerE
1219,GCA_900129555.1,GCA_900129555.1_contig08.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,4196,['PF01764.25 PF12796.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF00109.26 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF13568.6 PF13505.6 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF03176.15 PF01553.21 PF13450.6 PF03417.16 PF00501.28 PF01207.17 PF06769.14 PF02604.19 PF01554.18 PF01554.18 PF12704.7 PF02033.18'],57,Glycos_transf_1;Caps_synth;Mannosyl_trans3;UDPG_MGDP_dh_C;UDPG_MGDP_dh;UDPG_MGDP_dh_N;GDP_Man_Dehyd;Epimerase;NTP_transferase;CTP_transf_like;NusG;HTH_3;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Condensation;AMP-binding;PP-binding;Thioesterase;ACPS;Abhydrolase_1;Acetyltransf_10;Fic;Thiolase_N;Thiolase_C;SH3_16;NLPC_P60;HTH_18;AraC_binding;Aldo_ket_red;Flavodoxin_2;ABM;Methyltransf_25;HTH_1;LysR_substrate;DUF2130;META;META;DUF4202;PilJ;PAS_9;HisKA_3;HATPase_c;Response_reg;GerE
4671,GCA_900129555.1,GCA_900129555.1_contig08.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,9847,4196,['PF01764.25 PF12796.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF00109.26 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF13568.6 PF13505.6 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF03176.15 PF01553.21 PF13450.6 PF03417.16 PF00501.28 PF01207.17 PF06769.14 PF02604.19 PF01554.18 PF01554.18 PF12704.7 PF02033.18'],57,Glycos_transf_1;Caps_synth;Mannosyl_trans3;UDPG_MGDP_dh_C;UDPG_MGDP_dh;UDPG_MGDP_dh_N;GDP_Man_Dehyd;Epimerase;NTP_transferase;CTP_transf_like;NusG;HTH_3;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Condensation;AMP-binding;PP-binding;Thioesterase;ACPS;Abhydrolase_1;Acetyltransf_10;Fic;Thiolase_N;Thiolase_C;SH3_16;NLPC_P60;HTH_18;AraC_binding;Aldo_ket_red;Flavodoxin_2;ABM;Methyltransf_25;HTH_1;LysR_substrate;DUF2130;META;META;DUF4202;PilJ;PAS_9;HisKA_3;HATPase_c;Response_reg;GerE
7121,GCA_900129555.1,GCA_900129555.1_contig22.region001,Others,Others,bacteriocin.siderophore,5609,5609,['PF01764.25 PF12796.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF00109.26 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF13568.6 PF13505.6 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF03176.15 PF01553.21 PF13450.6 PF03417.16 PF00501.28 PF01207.17 PF06769.14 PF02604.19 PF01554.18 PF01554.18 PF12704.7 PF02033.18'],57,Glycos_transf_1;Caps_synth;Mannosyl_trans3;UDPG_MGDP_dh_C;UDPG_MGDP_dh;UDPG_MGDP_dh_N;GDP_Man_Dehyd;Epimerase;NTP_transferase;CTP_transf_like;NusG;HTH_3;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Condensation;AMP-binding;PP-binding;Thioesterase;ACPS;Abhydrolase_1;Acetyltransf_10;Fic;Thiolase_N;Thiolase_C;SH3_16;NLPC_P60;HTH_18;AraC_binding;Aldo_ket_red;Flavodoxin_2;ABM;Methyltransf_25;HTH_1;LysR_substrate;DUF2130;META;META;DUF4202;PilJ;PAS_9;HisKA_3;HATPase_c;Response_reg;GerE
9198,GCA_900129555.1,GCA_900129555.1_contig22.region001,RiPPs,Others,bacteriocin.siderophore,9045,3935,['PF01764.25 PF12796.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF00109.26 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF13568.6 PF13505.6 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF03176.15 PF01553.21 PF13450.6 PF03417.16 PF00501.28 PF01207.17 PF06769.14 PF02604.19 PF01554.18 PF01554.18 PF12704.7 PF02033.18'],57,Glycos_transf_1;Caps_synth;Mannosyl_trans3;UDPG_MGDP_dh_C;UDPG_MGDP_dh;UDPG_MGDP_dh_N;GDP_Man_Dehyd;Epimerase;NTP_transferase;CTP_transf_like;NusG;HTH_3;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Condensation;AMP-binding;PP-binding;Thioesterase;ACPS;Abhydrolase_1;Acetyltransf_10;Fic;Thiolase_N;Thiolase_C;SH3_16;NLPC_P60;HTH_18;AraC_binding;Aldo_ket_red;Flavodoxin_2;ABM;Methyltransf_25;HTH_1;LysR_substrate;DUF2130;META;META;DUF4202;PilJ;PAS_9;HisKA_3;HATPase_c;Response_reg;GerE
5833,GCA_900129575.1,GCA_900129575.1_contig13.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,10042,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01738.18 PF05661.12 PF05661.12 PF00293.28 PF13091.6 PF04851.15 PF00271.31 PF11907.8'],24,DNA_photolyase;FAD_binding_7;DNA_photolyase;FAD_binding_7;DUF2805;adh_short_C2;GTP_cyclohydroI;NAD_binding_10;DUF2867;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;DLH;DUF808;DUF808;NUDIX;PLDc_2;ResIII;Helicase_C;DUF3427
673,GCA_900129575.1,GCA_900129575.1_contig13.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,10042,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01738.18 PF05661.12 PF05661.12 PF00293.28 PF13091.6 PF04851.15 PF00271.31 PF11907.8'],24,DNA_photolyase;FAD_binding_7;DNA_photolyase;FAD_binding_7;DUF2805;adh_short_C2;GTP_cyclohydroI;NAD_binding_10;DUF2867;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;DLH;DUF808;DUF808;NUDIX;PLDc_2;ResIII;Helicase_C;DUF3427
1342,GCA_900129575.1,GCA_900129575.1_contig13.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10042,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01738.18 PF05661.12 PF05661.12 PF00293.28 PF13091.6 PF04851.15 PF00271.31 PF11907.8'],24,DNA_photolyase;FAD_binding_7;DNA_photolyase;FAD_binding_7;DUF2805;adh_short_C2;GTP_cyclohydroI;NAD_binding_10;DUF2867;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;DLH;DUF808;DUF808;NUDIX;PLDc_2;ResIII;Helicase_C;DUF3427
5579,GCA_900129575.1,GCA_900129575.1_contig13.region002,PKSother,Others,betalactone.T3PKS,1848,7464,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01738.18 PF05661.12 PF05661.12 PF00293.28 PF13091.6 PF04851.15 PF00271.31 PF11907.8'],24,DNA_photolyase;FAD_binding_7;DNA_photolyase;FAD_binding_7;DUF2805;adh_short_C2;GTP_cyclohydroI;NAD_binding_10;DUF2867;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;DLH;DUF808;DUF808;NUDIX;PLDc_2;ResIII;Helicase_C;DUF3427
8137,GCA_900129575.1,GCA_900129575.1_contig13.region002,Others,Others,betalactone.T3PKS,4095,6819,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF01738.18 PF05661.12 PF05661.12 PF00293.28 PF13091.6 PF04851.15 PF00271.31 PF11907.8'],24,DNA_photolyase;FAD_binding_7;DNA_photolyase;FAD_binding_7;DUF2805;adh_short_C2;GTP_cyclohydroI;NAD_binding_10;DUF2867;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;DLH;DUF808;DUF808;NUDIX;PLDc_2;ResIII;Helicase_C;DUF3427
674,GCA_900129585.1,GCA_900129585.1_contig26.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,10048,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF12697.7 PF04542.14 PF08281.12 PF05661.12 PF05661.12'],21,TGS;tRNA_SAD;tRNA-synt_2b;HGTP_anticodon;GTP_cyclohydroI;FUR;PTPS;MerC;cobW;CobW_C;CarbopepD_reg_2;Plug;TonB_dep_Rec;Fasciclin;Lycopene_cycl;Disulph_isomer;Rhodanese;AIRS;AIRS_C;UPF0176_N;Rhodanese;Rhodanese_C;Y1_Tnp
5834,GCA_900129585.1,GCA_900129585.1_contig26.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,10048,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF12697.7 PF04542.14 PF08281.12 PF05661.12 PF05661.12'],21,TGS;tRNA_SAD;tRNA-synt_2b;HGTP_anticodon;GTP_cyclohydroI;FUR;PTPS;MerC;cobW;CobW_C;CarbopepD_reg_2;Plug;TonB_dep_Rec;Fasciclin;Lycopene_cycl;Disulph_isomer;Rhodanese;AIRS;AIRS_C;UPF0176_N;Rhodanese;Rhodanese_C;Y1_Tnp
1343,GCA_900129585.1,GCA_900129585.1_contig26.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10048,['PF00875.18 PF03441.14 PF00875.18 PF03441.14 PF10985.8 PF13561.6 PF01227.22 PF13460.6 PF11066.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF12697.7 PF04542.14 PF08281.12 PF05661.12 PF05661.12'],21,TGS;tRNA_SAD;tRNA-synt_2b;HGTP_anticodon;GTP_cyclohydroI;FUR;PTPS;MerC;cobW;CobW_C;CarbopepD_reg_2;Plug;TonB_dep_Rec;Fasciclin;Lycopene_cycl;Disulph_isomer;Rhodanese;AIRS;AIRS_C;UPF0176_N;Rhodanese;Rhodanese_C;Y1_Tnp
6371,GCA_900129705.1,GCA_900129705.1_contig15.region001,Others,Others,betalactone.T3PKS,10039,3998,['PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF03466.20 PF00126.27 PF02525.17 PF05960.11 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF13710.6 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF01494.19 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00571.28 PF00027.29 PF07690.16 PF00294.24 PF01261.24 PF02264.15 PF00293.28 PF07690.16 PF07992.14 PF00271.31 PF00270.29 PF00271.31 PF04851.15 PF13618.6'],51,DUF4154;CHASE8;HAMP;PAS_4;PAS;PAS;PAS;FeoA;Fe_dep_repr_C;Fe_dep_repress;Usp;Nramp;CarbopepD_reg_2;Plug;TonB_dep_Rec;Thioredox_DsbH;Lycopene_cycl;Disulph_isomer;UPF0176_N;Rhodanese;Rhodanese_C;PSP1;GldH_lipo;Transgly;Transpeptidase;CoA_trans;CoA_trans;Fumerase_C;Fumerase
4989,GCA_900129705.1,GCA_900129705.1_contig15.region001,PKSother,Others,betalactone.T3PKS,1848,4084,['PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF03466.20 PF00126.27 PF02525.17 PF05960.11 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF13710.6 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF01494.19 PF08491.10 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00571.28 PF00027.29 PF07690.16 PF00294.24 PF01261.24 PF02264.15 PF00293.28 PF07690.16 PF07992.14 PF00271.31 PF00270.29 PF00271.31 PF04851.15 PF13618.6'],51,DUF4154;CHASE8;HAMP;PAS_4;PAS;PAS;PAS;FeoA;Fe_dep_repr_C;Fe_dep_repress;Usp;Nramp;CarbopepD_reg_2;Plug;TonB_dep_Rec;Thioredox_DsbH;Lycopene_cycl;Disulph_isomer;UPF0176_N;Rhodanese;Rhodanese_C;PSP1;GldH_lipo;Transgly;Transpeptidase;CoA_trans;CoA_trans;Fumerase_C;Fumerase
899,GCA_900129795.1,GCA_900129795.1_contig15.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,10927,9847,['PF04397.15 PF00072.24 PF06580.13 PF13424.6 PF13424.6 PF13181.6 PF00112.23 PF13414.6 PF13181.6 PF07885.16 PF17655.1 PF13411.6 PF01593.24 PF00494.19 PF04116.13 PF00875.18 PF03441.14 PF03109.16 PF17931.1 PF01370.21 PF08338.11 PF04264.13 PF12681.7 PF03061.22 PF02646.16'],25,HTH_18;Lant_dehydr_C;Lant_dehydr_N;Radical_SAM;PALP;OCD_Mu_crystall;TauD;ABC_tran;MacB_PCD;FtsX;MacB_PCD;FtsX;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PS-DH;ADH_N;ADH_zinc_N;KR;PP-binding;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding;PP-binding;Thioesterase;Thioesterase;OTCace_N;OTCace;ACPS;HATPase_c;HTH_8;Sigma54_activat;Response_reg;OEP;OEP;HlyD_3;ABC_tran;Amidohydro_1;Adenyl_transf;Glyco_hydro_35;BetaGal_dom4_5
4686,GCA_900129795.1,GCA_900129795.1_contig15.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,9847,9847,['PF04397.15 PF00072.24 PF06580.13 PF13424.6 PF13424.6 PF13181.6 PF00112.23 PF13414.6 PF13181.6 PF07885.16 PF17655.1 PF13411.6 PF01593.24 PF00494.19 PF04116.13 PF00875.18 PF03441.14 PF03109.16 PF17931.1 PF01370.21 PF08338.11 PF04264.13 PF12681.7 PF03061.22 PF02646.16'],25,HTH_18;Lant_dehydr_C;Lant_dehydr_N;Radical_SAM;PALP;OCD_Mu_crystall;TauD;ABC_tran;MacB_PCD;FtsX;MacB_PCD;FtsX;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PS-DH;ADH_N;ADH_zinc_N;KR;PP-binding;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding;PP-binding;Thioesterase;Thioesterase;OTCace_N;OTCace;ACPS;HATPase_c;HTH_8;Sigma54_activat;Response_reg;OEP;OEP;HlyD_3;ABC_tran;Amidohydro_1;Adenyl_transf;Glyco_hydro_35;BetaGal_dom4_5
1340,GCA_900129795.1,GCA_900129795.1_contig15.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,9847,['PF04397.15 PF00072.24 PF06580.13 PF13424.6 PF13424.6 PF13181.6 PF00112.23 PF13414.6 PF13181.6 PF07885.16 PF17655.1 PF13411.6 PF01593.24 PF00494.19 PF04116.13 PF00875.18 PF03441.14 PF03109.16 PF17931.1 PF01370.21 PF08338.11 PF04264.13 PF12681.7 PF03061.22 PF02646.16'],25,HTH_18;Lant_dehydr_C;Lant_dehydr_N;Radical_SAM;PALP;OCD_Mu_crystall;TauD;ABC_tran;MacB_PCD;FtsX;MacB_PCD;FtsX;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PS-DH;ADH_N;ADH_zinc_N;KR;PP-binding;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding;PP-binding;Thioesterase;Thioesterase;OTCace_N;OTCace;ACPS;HATPase_c;HTH_8;Sigma54_activat;Response_reg;OEP;OEP;HlyD_3;ABC_tran;Amidohydro_1;Adenyl_transf;Glyco_hydro_35;BetaGal_dom4_5
1346,GCA_900129795.1,GCA_900129795.1_contig17.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10085,['PF04397.15 PF00072.24 PF06580.13 PF13424.6 PF13424.6 PF13181.6 PF00112.23 PF13414.6 PF13181.6 PF07885.16 PF17655.1 PF13411.6 PF01593.24 PF00494.19 PF04116.13 PF00875.18 PF03441.14 PF03109.16 PF17931.1 PF01370.21 PF08338.11 PF04264.13 PF12681.7 PF03061.22 PF02646.16'],25,HTH_18;Lant_dehydr_C;Lant_dehydr_N;Radical_SAM;PALP;OCD_Mu_crystall;TauD;ABC_tran;MacB_PCD;FtsX;MacB_PCD;FtsX;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PS-DH;ADH_N;ADH_zinc_N;KR;PP-binding;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding;PP-binding;Thioesterase;Thioesterase;OTCace_N;OTCace;ACPS;HATPase_c;HTH_8;Sigma54_activat;Response_reg;OEP;OEP;HlyD_3;ABC_tran;Amidohydro_1;Adenyl_transf;Glyco_hydro_35;BetaGal_dom4_5
